A0A061ACU2	A0A061ACU2
O95782	P91926
O95786	O95786
O95786	Q9BYX4
O95817	O95817
O95833	O95833
O95833	Q9NZA1
O95833	O00299
O95833	Q8BXK9
O95833	Q9EPT8
O95833	Q9QYB1
O95833	Q9Y696
O95833	Q9Z0W7
O95900	O95900
O95900	Q8WWH5
O95900	P48567
O95905	O95905
O95926	O95926
O95948	O95948
O95948	O08755
O95948	P70512
O95948	Q9UBC0
O95948	Q8K557
O95989	O95989
O95990	O95990
O95997	O95997
O96000	O96000
O96000	Q9DCS9
O96006	O96006
O96007	O96007
P08456	P08456
P08518	P08518
P08518	P22276
P08518	P30876
P08518	Q9LK40
P08518	Q9NW08
P08525	P08525
P08525	P48503
P08635	P08635
P08638	P08638
P08708	P08708
P08970	P08970
P09081	P09081
P09110	P09110
P09110	P07871
P09110	P21775
P09110	P24752
P09110	P41338
P09110	P55084
P09110	Q12598
P09110	Q8S4Y1
P09110	Q9FIK7
P09110	Q04677
P09110	P27796
P09110	P42765
P09110	P13437
P09110	C8YNG6
P09110	Q56WD9
P09110	Q22100
P09110	Q4WLA8
P09110	B0XMC1
P09110	Q8SVA6
P09119	P09119
P09132	P09132
P09144	P09144
P09144	A0T0M9
P09144	P06512
P09144	Q0P3K2
P09144	Q4G3F5
P09144	Q85FY6
P09144	Q85FY7
P09144	P12154
P09144	P06511
P09211	P09211
P09234	P09234
P09234	Q9P794
P09440	P09440
P09440	P07245
P09440	Q6UB35
P09543	P09543
P09547	P09547
P09605	P09605
P09605	P12277
P09605	P12532
P09605	P17540
P09605	P25809
P09605	P30275
P09605	Q04447
P09605	P11009
P09605	P70079
P09622	P09622
P09622	P09624
P09622	P31023
P09622	Q9M5K2
P09622	Q9M5K3
P09798	P09798
P09959	P09959
P0C0A9	P0C0A9
P0C1Z6	P0C1Z6
P0C1Z6	Q9JMG6
P0C5Z0	P0C5Z0
P0C5Z0	P0C5Y9
P0C5Z0	P08985
P0C5Z0	P02272
P0C5Z0	P08992
P0C5Z0	P0C0S4
P0C5Z0	P0C0S5
P0C5Z0	P0C0S6
P0C5Z0	P0C0S7
P0C5Z0	P48003
P0C5Z0	Q12692
P0C5Z0	Q27511
P0C5Z0	P22647
P0C5Z0	P02276
P0C5Z0	C0HKE1
P0C5Z0	C0HKE2
P0C5Z0	C0HKE3
P0C5Z0	C0HKE4
P0C5Z0	C0HKE5
P0C5Z0	C0HKE6
P0C5Z0	C0HKE7
P0C5Z0	C0HKE8
P0C5Z0	C0HKE9
P0C5Z0	P02262
P0C5Z0	P02263
P0C5Z0	P02264
P0C5Z0	P02273
P0C5Z0	P02274
P0C5Z0	P02275
P0C5Z0	P04908
P0C5Z0	P04909
P0C5Z0	P04910
P0C5Z0	P04911
P0C5Z0	P04912
P0C5Z0	P06897
P0C5Z0	P09588
P0C5Z0	P0C0S8
P0C5Z0	P0C0S9
P0C5Z0	P0C169
P0C5Z0	P0C170
P0C5Z0	P16104
P0C5Z0	P20671
P0C5Z0	P27661
P0C5Z0	P35064
P0C5Z0	P84051
P0C5Z0	Q16777
P0C5Z0	Q64522
P0C5Z0	Q64523
P0C5Z0	Q6FI13
P0C5Z0	Q6GSS7
P0C5Z0	Q7L7L0
P0C5Z0	Q8CGP5
P0C5Z0	Q8CGP7
P0C5Z0	Q8IUE6
P0C5Z0	Q93077
P0C5Z0	Q96KK5
P0C5Z0	Q96QV6
P0C5Z0	Q99878
P0C5Z0	P02268
P0C5Z0	P02269
P0C5Z0	P02270
P0C5Z0	P02277
P0C5Z0	P16886
P0C5Z0	P35062
P0C5Z0	P35065
P0C5Z0	P69139
P0C5Z0	P69140
P0C5Z0	P69141
P0C5Z0	Q9CQ70
P0C627	P0C627
P0C627	O35987
P0C627	P68543
P0C627	Q9N2W5
P0C627	P34223
P0C6S7	P0C6S7
P0C6S7	Q7Z6G8
P0C6S7	Q8BIZ1
P0C6T3	P0C6T3
P0C6T3	Q8TB68
P0C7P0	P0C7P0
P0C7R1	P0C7R1
P0C7T6	P0C7T6
P0C7T6	P0C7T5
P0C7T6	P54254
P0C7T6	P54253
P0CG48	P0CG48
P0CJ62	P0CJ62
P0CJ62	Q96K30
P0CS82	P0CS82
P0CW70	P0CW70
P0CX38	P0CX38
P0CX38	P0CX37
P0CX38	P62753
P0CY08	P0CY08
P0DI81	P0DI81
P0DI83	P0DI83
P0DJH6	P0DJH6
P0DJH6	Q5EE01
P0DJI6	P0DJI6
P0DKH5	P0DKH5
P0DKH5	E1B328
P0DKH5	V9M398
P0DKH5	V9M2S5
P0DOY1	P0DOY1
P0DOY1	O88509
P0DOY1	O88508
P0DOY1	Q9Y6K1
P0DOY1	Q9UBC3
P0DP99	P0DP99
P0DP99	E0CX11
P0DW81	P0DW81
P10069	P10069
P10080	P10080
P10109	P10109
P10109	P00257
P10109	Q9M0V0
P10109	Q12184
P10109	Q6P4F2
P10174	P10174
P10176	P10176
P10176	P48772
P10176	P10175
P14724	P14724
P14736	P14736
P14737	P14737
P14866	P14866
P14868	P14868
P14868	Q9M084
P14906	P14906
P14907	P14907
P14908	P14908
P14922	P14922
P14922	O60184
P14923	P14923
P14923	Q02257
P14923	Q9PVF7
P14923	B6V8E6
P14923	F1QGH7
P14923	P18824
P14923	P26233
P14923	P35222
P14923	Q02248
P14923	Q9WU82
P15173	P15173
P15173	P12979
P15173	P20428
P15173	P22980
P15173	P23409
P15173	P19335
P15173	P24699
P15173	P13349
P15173	Q02346
P15173	P10085
P15173	P15172
P15173	Q90477
P15291	P15291
P15291	P08037
P15291	P15535
P15313	P15313
P15313	P21281
P15313	P62814
P15313	Q91YH6
P15315	P15315
P15315	P41772
P15382	P15382
P15382	P15383
P15436	P15436
P15436	P28340
P15436	P30316
P15436	P54358
P15505	P15505
P15505	P23378
P15505	Q94B78
P15505	O80988
P15505	P26969
P15873	P15873
P15873	P61074
P15873	Q9VIT0
P15873	P12004
P15873	P17917
P15873	P17918
P15873	P18248
P15873	P17070
P15873	Q7KQJ9
P15919	P15919
P15924	P15924
P15924	E9Q557
P15999	P15999
P15999	P07251
P15999	P19483
P15999	P25705
P15999	P80021
P15999	Q03265
P15999	Q9XXK1
P15999	P35381
P15999	P49375
P15999	P92549
P15999	P0C522
P15999	Q9GS23
P15999	P05022
P15999	P26526
P15999	Q9XPJ9
P16050	P16050
P16050	F1LQ70
P16050	P12530
P16050	P18054
P16050	P39654
P16050	P39655
P16050	Q02759
P16050	O15296
P16050	P48999
P16050	P09917
P30902	P30902
P30952	P30952
P30952	P21826
P30952	P21360
P30952	P24571
P30989	P30989
P30989	P20789
P30989	O43193
P30989	O43194
P30989	Q92847
P30989	O95665
P30989	Q63384
P31111	P31111
P31115	P31115
P31356	P31356
P31356	Q8R456
P31356	Q9UHM6
P31356	Q9QXZ9
P31356	P03999
P31356	P04001
P31356	P06002
P31356	Q9H1Y3
P31356	P35356
P31376	P31376
P31385	P31385
P31414	P31414
P31539	P31539
P31539	Q9LF37
P31539	P33416
P31539	P42730
P31539	P42762
P31539	Q9FI56
P31539	Q9SXJ7
P31539	Q6F2Y7
P31597	P31597
P31597	P43005
P31597	P51906
P31597	P51907
P31597	O35921
P31597	O35544
P31597	P48664
P31597	P24942
P31597	O57321
P31597	P43003
P31597	P56564
P31597	P43006
P31597	P31596
P31597	P43004
P31597	P43007
P31597	Q15758
P31597	P51912
P31942	P31942
P31942	P31943
P31942	P52597
P31942	P55795
P31942	Q8VHV7
P31942	Q794E4
P31942	Q12849
P31949	P31949
P31949	P06702
P31949	P50116
P31949	P80511
P32120	P32120
P32120	P17870
P32120	P29066
P32120	P29067
P32120	P32121
P32120	P49407
P32120	Q91YI4
P32179	P32179
P32245	P32245
P32245	P33032
P32245	P41968
P32245	Q01718
P32245	Q01726
P32259	P32259
P32266	P32266
P32266	P87320
P32318	P32318
P32318	Q38814
P32322	P32322
P32322	Q96C36
P32335	P32335
P32336	P32336
P32337	P32337
P32338	P32338
P32344	P32344
P32347	P32347
P32347	P70697
P32347	Q42967
P32349	P32349
P32354	P32354
P32357	P32357
P32367	P32367
P32372	P32372
P32380	P32380
P32389	P32389
P32432	P32432
P32479	P32479
P32479	P87314
P32479	Q32SG6
P32479	Q9LXN4
P32480	P32480
P32494	P32494
P32499	P32499
P32500	P32500
P32504	P32504
P32505	P32505
P32521	P32521
P32524	P32524
P32526	P32526
P32529	P32529
P32567	P32567
P32569	P32569
P32570	P32570
P32584	P32584
P32585	P32585
P32754	P32754
P32767	P32767
P32773	P32773
P32776	P32776
P32790	P32790
P32790	Q5ALV2
P32796	P32796
P32799	P32799
P32799	P43023
P32799	P07471
P32799	P12074
P32799	V5IRD7
P32800	P32800
P32807	P32807
P32828	P32828
P32833	P32833
P32855	P32855
P32862	P32862
P32874	P32874
P32874	Q5SWU9
P32874	E9Q4Z2
P32874	O00763
P32897	P32897
P32899	P32899
P32899	Q9NV31
P32908	P32908
P32908	O97593
P32908	O93308
P32908	Q14683
P32908	Q9CU62
P32908	O01789
P32908	O94383
P32908	Q920F6
P32914	P32914
P32914	P63272
P32944	P32944
P32944	P07527
P32970	P32970
P32970	O55237
P33076	P33076
P33201	P33201
P33201	Q9UKD2
P33201	Q9USZ6
P33203	P33203
P33240	P33240
P33240	Q8BIQ5
P33240	Q8C7E9
P33301	P33301
P33307	P33307
P33307	Q7SZC2
P33307	P55060
P33308	P33308
P33339	P33339
P33399	P33399
P33399	Q93ZV7
P33399	Q26457
P33400	P33400
P33418	P33418
P33419	P33419
P33441	P33441
P33448	P33448
P33749	P33749
P33749	P33748
P33751	P33751
P33893	P33893
P33893	Q99JT1
P33893	O75879
P33895	P33895
P34077	P34077
P34077	O94418
P34078	P34078
P34087	P34087
P34087	P62487
P34087	O94285
P34087	P35718
P34087	Q9Y535
P34111	P34111
P34160	P34160
P34162	P34162
P34164	P34164
P34164	Q04739
P34218	P34218
P34225	P34225
P34226	P34226
P34227	P34227
P34233	P34233
P34241	P34241
P34247	P34247
P34247	Q9Y3A2
P34260	P34260
P34283	P34283
P34341	P34341
P34440	P34440
P34440	P34470
P34447	P34447
P34537	P34537
P34619	P34619
P34706	P34706
P34707	P34707
P34708	P34708
P34802	P34802
P34802	A0A0U3BRC5
P34802	O22043
P34802	Q9LUD9
P34802	Q5HZ00
P34802	Q653T6
P34802	P18900
P34802	O43091
P34802	Q5T2R2
P34802	Q75HZ9
P34802	Q76FS5
P34802	Q8S948
P34886	P34886
P34909	P34909
P34981	P34981
P35169	P35169
P35169	P32600
P35169	Q9FR53
P35169	Q9JLN9
P35169	P42345
P35183	P35183
P35192	P35192
P35194	P35194
P35201	P35201
P35203	P35203
P35221	P35221
P35221	P26231
P35221	Q9PVF8
P35221	P30997
P35221	P35220
P35221	Q61301
P35221	P26232
P35244	P35244
P35269	P35269
P35558	P35558
P35558	Q16822
P35637	P35637
P35637	Q92804
P35637	Q01844
P35639	P35639
P35639	P35638
P35658	P35658
P35728	P35728
P35729	P35729
P35732	P35732
P35734	P35734
P35790	P35790
P35817	P35817
P35817	Q07442
P35817	Q9Y7N0
P35817	Q9HGP4
P36000	P36000
P36000	P63010
P36011	P36011
P36011	A0A0D1CVS5
P36012	P36012
P36012	P0DPK5
P36012	O15819
P36012	P02302
P36012	P08898
P36012	P0DPK2
P36012	P59169
P36012	P59226
P36012	P61830
P36012	P68429
P36012	P68431
P36012	P68432
P36012	P68433
P36012	P69150
P36012	P69244
P36012	P69246
P36012	P84227
P36012	P84228
P36012	P84229
P36012	P84231
P36012	P84232
P36012	P84233
P36012	P84234
P36012	P84243
P36012	P84244
P36012	P84247
P36012	Q16695
P36012	Q55BN9
P36012	Q55BP0
P36012	Q6LED0
P36012	Q6NXT2
P36012	Q6P823
P36012	Q6PI79
P36012	Q71DI3
P36012	Q76MV0
P36012	Q76N23
P36012	Q9U281
P36012	P41353
P36012	P68427
P36012	P68428
P36012	P69149
P36012	Q402E1
P36012	P15512
P36012	Q9Y812
P36012	Q6XXM1
P36012	P49450
P36037	P36037
P36037	O94289
P36037	P27612
P36037	Q9Y263
P36046	P36046
P36056	P36056
P36068	P36068
P36088	P36088
P36094	P36094
P36112	P36112
P36120	P36120
P36120	Q9H8H2
P36130	P36130
P36130	P47025
P36131	P36131
P36136	P36136
P36152	P36152
P36160	P36160
P36160	Q9H7B2
P36160	Q9UUG1
P36161	P36161
P36162	P36162
P36163	P36163
P36402	P36402
P36402	P27782
P36402	P91943
P36402	Q8IMA8
P36402	Q00417
P36402	Q9HCS4
P36402	P70062
P36402	Q9Z1J1
P36402	Q90ZB6
P36402	Q9NQB0
P36402	Q9YHE8
P36421	P36421
P36421	P54577
P36508	P36508
P36508	O70230
P36517	P36517
P36531	P36531
P36606	P36606
P36617	P36617
P36617	P06777
P36617	Q92889
P36617	J4VYF0
P36617	E9EV02
P36626	P36626
P36631	P36631
P36877	P36877
P36954	P36954
P36956	P36956
P36956	Q3U1N2
P36956	Q12772
P36956	Q9WTN3
P37090	P37090
P37090	P51168
P37090	H1AFJ5
P37090	P37088
P37090	P37089
P37090	P51170
P37090	P37091
P37090	P51172
P37107	P37107
P37107	O80842
P37107	P61011
P37271	P37271
P37271	P37272
P37271	B0KZ40
P37271	B6UV92
P37271	P08196
P37271	P49085
P37271	Q2QLV9
P37271	Q5Z5B7
P37271	Q6EI12
P37299	P37299
P37727	P37727
P37727	P24386
P37727	P26374
P38806	P38806
P38811	P38811
P38826	P38826
P38827	P38827
P38830	P38830
P38838	P38838
P38850	P38850
P38851	P38851
P38855	P38855
P38863	P38863
P38870	P38870
P38873	P38873
P38874	P38874
P38879	P38879
P38882	P38882
P38883	P38883
P38889	P38889
P38890	P38890
P38891	P38891
P38891	O14370
P38891	O35855
P38891	O35854
P38891	Q9FYA6
P38891	K7QHS5
P38891	K7QKH1
P38891	Q9M401
P38891	Q9M439
P38891	Q93Y32
P38907	P38907
P38911	P38911
P38911	O74191
P38911	Q06205
P38927	P38927
P38937	P38937
P38961	P38961
P38961	O43159
P38989	P38989
P38989	O95347
P38989	P41003
P38989	Q09591
P38996	P38996
P38998	P38998
P39001	P39001
P39013	P39013
P39015	P39015
P39023	P39023
P39112	P39112
P39515	P39515
P39515	O60830
P39515	Q99595
P39515	Q9Z0V7
P39515	Q9SP35
P39515	Q94EH2
P39522	P39522
P39678	P39678
P39683	P39683
P39685	P39685
P39689	P39689
P39689	P38936
P39705	P39705
P39706	P39706
P39706	Q09309
P39706	Q5E915
P39706	Q9VPH8
P39706	Q15291
P39707	P39707
P39715	P39715
P39717	P39717
P39735	P39735
P39749	P39749
P39749	P39748
P39749	P26793
P39749	Q9SXQ6
P39769	P39769
P39880	P39880
P39880	P53564
P39943	P39943
P39943	P27705
P39946	P39946
P39952	P39952
P39952	Q15070
P47929	P47929
P47929	Q05315
P47929	Q9UHV8
P47929	Q8TCE9
P47929	Q91VD1
P47929	Q96DT0
P47979	P47979
P47979	P47974
P47979	P23949
P47979	Q07352
P47979	P23950
P47979	Q9C9F5
P48039	P48039
P48039	P49286
P48039	O88495
P48039	Q13585
P48044	P48044
P48044	Q00788
P48044	P30518
P48044	P37288
P48044	P70536
P48044	P30559
P48044	P47901
P48044	Q62463
P48044	P30560
P48044	Q6W5P4
P48164	P48164
P48164	P26786
P48164	Q10101
P48164	P62081
P48231	P48231
P48231	Q12466
P48237	P48237
P48240	P48240
P48382	P48382
P48382	Q9JL61
P48412	P48412
P48437	P48437
P48512	P48512
P48512	Q00403
P48512	P29055
P48552	P48552
P48552	Q8CBD1
P48558	P48558
P48595	P48595
P48595	O73790
P48608	P48608
P48608	O60879
P48608	O08808
P48608	Q9Z207
P48608	F1LVW7
P48612	P48612
P48634	P48634
P48837	P48837
P48985	P48985
P48987	P48987
P48995	P48995
P48995	P48994
P48995	Q9VJJ7
P48995	Q9HCX4
P48995	Q9Y210
P48995	Q13507
P48995	Q9UBN4
P48995	O35119
P48995	Q9UL62
P49017	P49017
P49017	Q5HYK3
P49021	P49021
P49107	P49107
P49334	P49334
P49335	P49335
P49335	P09086
P49335	P13528
P49335	P14859
P49335	P16143
P49335	P25425
P49335	P20265
P49335	P21952
P49335	P28069
P49335	P31369
P49335	P41934
P49335	P56222
P49335	P31360
P49335	P79745
P49335	Q01851
P49335	P17208
P49335	Q01860
P49335	P20263
P49335	Q06416
P49335	Q5TM49
P49335	Q9TSV5
P49335	Q15319
P49335	G3V7L5
P49335	Q12837
P49335	Q63934
P49335	P24350
P49335	Q63262
P49335	P20264
P49335	A7Y7W2
P49411	P49411
P49411	P02992
P49411	Q9Y700
P49411	Q9ZT91
P49411	P02991
P49411	P68104
P49419	P49419
P49435	P49435
P49435	P31166
P49443	P49443
P49443	P35813
P49443	P36993
P49443	O75688
P49443	A0A7U2MSD6
P49443	B8NLZ3
P49443	P35182
P49443	P39966
P49443	P34221
P49443	Q0JLP9
P49443	P49597
P49443	Q6L4R7
P49443	Q61074
P49443	Q9LNW3
P49443	O80871
P49443	Q65XK7
P49443	Q84JI0
P49443	Q9FIF5
P49443	O15297
P49443	Q8N3J5
P49443	Q9FG61
P49443	Q9LME4
P49454	P49454
P49590	P49590
P49590	P07263
P49599	P49599
P49626	P49626
P49626	P10664
P49662	P49662
P49662	P29466
P49662	P70343
P49662	Q9I9L7
P49662	Q504J1
P49686	P49686
P49704	P49704
P49720	P49720
P49720	P25451
P49728	P49728
P49728	Q9ZR03
P49754	P49754
P49756	P49756
P49769	P49769
P49769	P49768
P49773	P49773
P49773	Q8GUN2
P49773	Q9BX68
P49773	Q84VV6
P49773	Q9NQE9
P49773	F4K1R2
P49789	P49789
P49789	P49775
P49792	P49792
P49792	H2QII6
P49793	P49793
P49793	P52948
P49793	Q9VCH5
P49802	P49802
P49802	O54829
P49802	P49758
P49802	Q9Z2H2
P49815	P49815
P49815	Q61037
P49842	P49842
P49888	P49888
P49888	P49887
P49888	O00204
P49888	P22789
P49888	P52842
P49888	Q8BGL3
P49888	Q9U2Z2
P49888	Q3T0Y3
P49888	O75897
P49888	Q9WUW8
P49888	A0A2K5X3B6
P49888	P0CC03
P49903	P49903
P49906	P49906
P49906	Q15544
P49916	P49916
P49916	P97386
P49917	P49917
P49917	O74833
P49919	P49919
P49957	P49957
P49957	Q96BT7
P50077	P50077
P50077	J9VTB0
P50091	P50091
P50105	P50105
P50106	P50106
P50110	P50110
P50402	P50402
P50402	O08579
P50416	P50416
P50416	P32198
P50440	P50440
P50479	P50479
P50479	Q96JY6
P50531	P50531
P50534	P50534
P50535	P50535
P50536	P50536
P50548	P50548
P50548	P70459
P50591	P50591
P50748	P50748
P50749	P50749
P50861	P50861
P50874	P50874
P50875	P50875
P50876	P50876
P50876	Q7Z419
P51163	P51163
P51175	P51175
P51521	P51521
P51530	P51530
P51530	P38859
P51530	Q9URU2
P51556	P51556
P51556	P20192
P51556	P23743
P51556	F1MAB7
P51556	O75912
P51556	O08560
P51556	Q13574
P51556	Q80UP3
P51556	P49619
P51556	Q6NS52
P51556	Q9Y6T7
P51557	P51557
P51557	P49675
P51587	P51587
P51593	P51593
P51593	Q7TMY8
P51593	Q7Z6Z7
P51610	P51610
P51795	P51795
P51795	P51791
P51795	P51790
P51808	P51808
P51810	P51810
P51830	P51830
P51830	O60503
P51864	P51864
P51946	P51946
P51946	Q61458
P51946	Q9R1A0
P51946	P51947
P51946	P25008
P51946	Q8W5S1
P51946	P36613
P51949	P51949
P51949	P51948
P51949	P51950
P51949	O94684
P51959	P51959
P51959	Q14094
P51960	P51960
P51960	P06876
P51960	P10242
P51960	P01103
P51960	P10244
P51960	P48972
P51960	Q03237
P52172	P52172
P52296	P52296
P52296	Q14974
P52296	Q06142
P52296	Q9FJD4
P52298	P52298
P52298	Q9XFD1
P52298	Q08920
P52306	P52306
P52435	P52435
P52435	P38902
P52435	Q38859
P52435	P0DPB6
P52435	P28000
P52488	P52488
P52488	Q9SJT1
P52488	Q9UBT2
P52503	P52503
P52553	P52553
P52553	Q2HIK4
P52566	P52566
P52566	O14224
P52591	P52591
P52591	A8CG34
P52591	Q96HA1
P52593	P52593
P52594	P52594
P52655	P52655
P52655	P52654
P52655	Q8R4I4
P52655	Q9UNN4
P52656	P52656
P52656	P52657
P52656	P32774
P52739	P52739
P52756	P52756
P52756	P70501
P52756	P98175
P52890	P52890
P52891	P52891
P52923	P52923
P52927	P52927
P52927	P52926
P52960	P52960
P52960	P39720
P53004	P53004
P53032	P53032
P53034	P53034
P53034	Q9CAQ8
P53051	P53051
Q12509	Q12509
Q12513	Q12513
Q12514	Q12514
Q12514	P06102
Q12522	Q12522
Q12522	P56537
Q12522	O55135
Q12524	Q12524
Q12530	Q12530
Q12734	Q12734
Q12748	Q12748
Q12749	Q12749
Q12754	Q12754
Q12768	Q12768
Q12774	Q12774
Q12788	Q12788
Q12788	Q05946
Q12788	Q9LFE2
Q12789	Q12789
Q12789	Q63505
Q12802	Q12802
Q12830	Q12830
Q12874	Q12874
Q12874	O46106
Q12884	Q12884
Q12884	P27487
Q12884	P22411
Q12884	P28843
Q12884	P14740
Q12884	Q8N608
Q12884	Q6NXK7
Q12884	Q6Q629
Q12884	Q9Z218
Q12884	P42658
Q12884	P46101
Q12887	Q12887
Q12887	P21592
Q12904	Q12904
Q12905	Q12905
Q12906	Q12906
Q12906	Q9Z1X4
Q12906	Q91550
Q12906	Q6DD04
Q12931	Q12931
Q12931	Q9SIF2
Q12931	P15108
Q12931	P07901
Q12931	P07900
Q12931	P08238
Q12952	Q12952
Q12952	A8MTJ6
Q12952	D3Z120
Q12952	Q12951
Q12952	Q91904
Q12952	O00358
Q12952	O43058
Q12952	O75593
Q12952	O88621
Q12952	O88470
Q12952	P58012
Q12952	P23512
Q12952	P35582
Q12952	P55317
Q12952	P35584
Q12952	P32183
Q12952	P42128
Q12952	P85037
Q12952	P55316
Q12952	P55318
Q12952	P70056
Q12952	P91278
Q12952	Q12947
Q12952	Q16676
Q12952	Q17381
Q12952	Q18694
Q12952	Q21187
Q12952	Q3UCQ1
Q12952	Q01167
Q12952	Q61572
Q12952	Q12948
Q12952	Q8K3Q3
Q12952	Q61575
Q12952	O15353
Q12952	Q99958
Q12952	Q9DEN4
Q12952	Q9P0K8
Q12952	Q9QY14
Q12952	Q13461
Q12952	Q9VS05
Q12952	Q9Y261
Q12952	P32182
Q12952	P35583
Q12952	P14734
Q12952	Q02360
Q12952	Q12950
Q12952	Q63244
Q12952	Q9I9E1
Q12955	Q12955
Q12955	G5E8K5
Q12955	O70511
Q12955	Q01484
Q12955	Q8C8R3
Q12972	Q12972
Q12981	Q12981
Q12986	Q12986
Q12986	P53971
Q12986	Q9FFK8
Q12986	Q9SY59
Q12986	P40798
Q12996	Q12996
Q13015	Q13015
Q13029	Q13029
Q13049	Q13049
Q13156	Q13156
Q13156	P15927
Q13156	Q6IP18
Q13216	Q13216
Q13216	Q93ZG3
Q13285	Q13285
Q13285	P33242
Q13285	Q04752
Q13285	O00482
Q13285	P45448
Q13285	P33244
Q13285	Q05192
Q13286	Q13286
Q13309	Q13309
Q13315	Q13315
Q13325	Q13325
Q13325	O14879
Q13342	Q13342
Q13342	P23497
Q13342	Q9HB58
Q13352	Q13352
Q13356	Q13356
Q13426	Q13426
Q13428	Q13428
Q13487	Q13487
Q13492	Q13492
Q13492	Q61548
Q13492	Q05140
Q13495	Q13495
Q13501	Q13501
Q13501	Q64337
Q13562	Q13562
Q13562	Q64289
Q13562	Q62414
Q13569	Q13569
Q13573	Q13573
Q13573	P39736
Q13573	Q6K8D9
Q13573	O80653
Q13573	P54705
Q13685	Q13685
Q13772	Q13772
Q13772	Q5FWP7
Q13794	Q13794
Q13794	Q9JM54
Q13868	Q13868
Q13868	P38792
Q13889	Q13889
Q13901	Q13901
Q13901	O35473
Q13950	Q13950
Q13950	Q08775
Q13950	G5EFQ5
Q13950	P22814
Q13950	Q63046
Q13950	Q03347
Q13950	Q01196
Q13950	Q13761
Q14005	Q14005
Q14019	Q14019
Q14019	C4M4P4
Q14061	Q14061
Q14061	P56394
Q14061	Q12287
Q14116	Q14116
Q14140	Q14140
Q14154	Q14154
Q14157	Q14157
Q14157	Q5T6F2
Q8H124	Q8H124
Q8H124	Q8SKU2
Q8H124	Q8H0U5
Q8I299	Q8I299
Q8L8M9	Q8L8M9
Q8L8M9	Q9SF32
Q8L8M9	F4IUJ7
Q8VYR5	Q8VYR5
Q8W4F1	Q8W4F1
Q93V85	Q93V85
Q944H2	Q944H2
Q96VH4	Q96VH4
Q96VH4	P37261
Q96WW3	Q96WW3
Q9C0U3	Q9C0U3
Q9C108	Q9C108
Q9CQE1	Q9CQE1
Q9CQE1	Q9UFN0
Q9D7K5	Q9D7K5
Q9FZ89	Q9FZ89
Q9FZD1	Q9FZD1
Q9HFE6	Q9HFE6
Q9LK57	Q9LK57
Q9LK57	Q9LG23
Q9LK57	Q9M065
Q9LK57	Q9SAB4
Q9LKA0	Q9LKA0
Q9LKA0	Q0WNP8
Q9LQI7	Q9LQI7
Q9LVV5	Q9LVV5
Q9P7B7	Q9P7B7
Q9P7U2	Q9P7U2
Q9SQU2	Q9SQU2
Q9SR77	Q9SR77
Q9SW33	Q9SW33
Q9URV3	Q9URV3
Q9UT17	Q9UT17
Q9UT31	Q9UT31
Q9UTA6	Q9UTA6
Q9UUA8	Q9UUA8
Q9UUH6	Q9UUH6
Q9UUK4	Q9UUK4
Q9VPF9	Q9VPF9
Q9Y675	Q9Y675
Q9Y675	Q9WU12
Q9Y7K9	Q9Y7K9
Q9Y7M6	Q9Y7M6
Q9Y7M6	P35178
Q9Y7U7	Q9Y7U7
Q9Y7U7	Q7KZF4
Q9Y7U7	Q9W0S7
U9W8F2	U9W8F2
U9W8F2	P14063
V5IM60	V5IM60
V5IM60	Q3SZ47
V5IM60	O75394
V5IM60	P36533
V5IQE0	V5IQE0
C0HMD7	C0HMD7
P19407	P19407
P19407	Q9SVC4
P40166	P40166
P53307	P53307
A6NJ78	A6NJ78
A6NK58	A6NK58
A6NK58	Q9SXP7
A6NK58	Q948J9
A6NK58	P0C7R2
A6NK89	A6NK89
A6NKF2	A6NKF2
A6NKF2	O02326
A6NKF2	Q8IVW6
A6NKF2	Q99856
A6NKF2	Q62431
A6YSL1	A6YSL1
A7DTF0	A7DTF0
A7TUE1	A7TUE1
A7TUE1	A9XMT3
A7UL74	A7UL74
A8DYY6	A8DYY6
A8K830	A8K830
A8MPH9	A8MPH9
A8MPH9	P21525
A8MQL1	A8MQL1
A8MQN2	A8MQN2
A8MR65	A8MR65
A8MR65	Q8S4Q6
A8MUP2	A8MUP2
A8MZ59	A8MZ59
A8WFJ9	A8WFJ9
A9LNK9	A9LNK9
A9UHW6	A9UHW6
B0F481	B0F481
B0L3A2	B0L3A2
B0L3A2	D3ZGZ6
B1AL88	B1AL88
B1ASB6	B1ASB6
B1AWL2	B1AWL2
B1AWL2	Q96JM2
B1AZ99	B1AZ99
B1AZ99	Q5T2D3
B1B534	B1B534
B1B534	Q8GYC1
B1B534	Q700D2
B1B534	Q944L3
B1B534	Q9FFH3
B1B534	Q9LVQ7
B1B534	Q9SCQ6
B1B534	Q9ZWA6
B1B534	Q9C9X7
B1B534	F4IPE3
B2D6M2	B2D6M2
B2RUZ4	B2RUZ4
B2RWS6	B2RWS6
B2RWS6	Q09472
B2RWS6	Q92793
B3H5K9	B3H5K9
B4XT64	B4XT64
B5KM66	B5KM66
B5TYT3	B5TYT3
B5TYT3	Q9FVQ5
B5TYT3	Q9XEA1
B5X0I6	B5X0I6
B5X0I6	Q62018
B5X582	B5X582
B6RAL1	B6RAL1
B6RAL1	O74208
B6RAL1	E9RBG1
B6RAL1	P33302
B6RAL1	Q6FK23
B6RAL1	P9WEU3
B6RAL1	J9VPA2
B6RAL1	Q02785
B6RAL1	Q4X006
